postalcode,street,lat,lng,price,area,volume,floors,year_build,has_garden,type,photos,rooms
1097 CV Amsterdam,Senefelderstraat 7 hs,52.35262,4.9259010000000005,280000,65,215,1,1958,1,appartement,28,2
1083 KD Amsterdam,Beysterveld 193,52.328,4.88855,699500,170,510,1,1981,1,appartement,38,4
1067 Amsterdam,Burgemeester Roellstraat,52.383,4.806690000000001,17500,0,0,1,0,0,parkeergelegenheid,3,1
1056 CR Amsterdam,Hoofdweg 373 1,52.37172,4.84911,240000,56,140,1,1927,0,appartement,17,2
1016 AA Amsterdam,Singel 194 -C,52.37427,4.888772,1295000,166,563,2,1879,0,appartement,29,4
1077 GS Amsterdam,Schubertstraat 6,52.34811,4.8779129999999995,1600000,274,944,3,1930,1,woonhuis,39,12
1087 DK Amsterdam,Bert Haanstrakade,52.359629999999996,4.995629,20000,0,0,1,0,0,parkeergelegenheid,1,1
1097 BZ Amsterdam,Simon Stevinstraat 16 D,52.354209999999995,4.927637,420000,76,207,1,1907,0,appartement,19,3
1055 TS Amsterdam,Bestevâerstraat 182,52.37869,4.858457,210000,0,0,1,0,0,,1,1
1060 SM Amsterdam,Pennyhof 30,52.34661,4.787517,350000,137,462,2,1998,1,woonhuis,26,5
1016 AA Amsterdam,Singel 204 A-B,52.3741,4.888642,2950000,263,900,1,1925,0,appartement,30,6
1072 CA Amsterdam,Saenredamstraat 7 d,52.35593,4.887481,200000,28,99,4,1880,0,appartement,22,1
1033 JS Amsterdam,Druivenstraat 49,52.41126,4.903109,449011,132,630,2,1980,1,woonhuis,25,6
1017 JZ Amsterdam,Prinsengracht 759,52.363459999999996,4.887354,3200000,246,738,2,1960,1,appartement,14,4
1016 PA Amsterdam,Rozenstraat 208 -B,52.37193,4.877407,325000,45,113,1,2007,0,appartement,20,2
1055 PD Amsterdam,Van Gentstraat 53,52.38453,4.851439,275000,0,0,1,0,0,,1,1
1011 BA Amsterdam,Schippersstraat 10 C,52.373459999999994,4.905566,295000,47,125,1,2012,0,appartement,18,2
1077 BZ Amsterdam,Michelangelostraat 95 -I,52.34534,4.8716040000000005,350000,59,192,1,1931,0,appartement,17,2
1082 SG Amsterdam,Asingaborg 123,52.3334,4.870275,275000,60,165,1,1965,0,appartement,18,3
1061 BV Amsterdam,Blauwvoetstraat 12 II,52.37655,4.839449,195000,51,140,1,1952,0,appartement,17,3
1019 RS Amsterdam,Sumatrakade 1493,52.3796,4.9236,350000,70,176,1,1997,0,appartement,1,3
1015 XV Amsterdam,Marnixkade 60 H,52.3798,4.879416,825000,122,360,4,1906,1,appartement,20,3
1102 XA Amsterdam,Dalsteindreef 354,52.32648,4.94768,99000,34,105,4,1983,0,appartement,13,1
1013 Amsterdam,Silodam,52.38232,4.894955,0,0,0,1,0,0,parkeergelegenheid,3,1
1012 VJ Amsterdam,Singel 143 -4,52.3749,4.890281,425000,59,181,2,1906,0,appartement,26,2
1065 EG Amsterdam,Jacques Veltmanstraat,52.35589,4.832954,22500,0,0,1,0,0,parkeergelegenheid,1,1
1051 XA Amsterdam,Van Beuningenplein 172,52.381009999999996,4.869369,475000,84,225,2,1914,0,appartement,27,3
1096 AK Amsterdam,State Amsterdam,52.339529999999996,4.926469,1365094,220,572,1,2019,0,appartement,6,6
1097 BM Amsterdam,Holland Park,52.328759999999996,4.964423,579500,124,411,1,2018,1,appartement,13,4
1017 VD Amsterdam,Nieuwe Looiersstraat 74,52.36063,4.8929339999999995,1195000,171,579,4,1906,1,woonhuis,32,7
1069 DA Amsterdam,Wolbrantskerkweg 76 D,52.356120000000004,4.797614,284500,92,288,9,2004,0,appartement,25,3
1072 NN Amsterdam,Eerste Jan Steenstraat 70 I,52.35386,4.8900440000000005,249000,50,125,1,1893,0,appartement,18,3
1025 NM Amsterdam,Voornestraat 10,52.39293,4.92983,349000,84,210,2,1933,1,woonhuis,9,4
1012 GR Amsterdam,Heintje Hoekssteeg 5 C,52.37553,4.898847,575000,103,253,4,1991,0,appartement,27,3
1052 KH Amsterdam,Van Oldenbarneveldtstraat 90 III,52.37415,4.873662,225000,47,114,1,1906,0,appartement,22,2
1074 EH Amsterdam,Kuipersstraat 75 I,52.35372,4.903608,299000,51,170,4,1906,0,appartement,22,2
1068 WL Amsterdam,Nicolaas Anslijnstraat 29,52.35808,4.807811,189000,81,202,2,1962,0,appartement,39,3
1021 PP Amsterdam,Binnendraaierij 23,52.3828,4.91571,225000,64,196,1,1981,0,appartement,14,2
1107 XC Amsterdam,Wethouder Insingerstraat 45,52.29235,4.985138,159500,68,170,2,1985,0,appartement,20,3
1074 VL Amsterdam,Tolstraat 122 II,52.35226,4.904052,275000,59,192,1,1907,0,appartement,11,1
1103 PS Amsterdam,Geerdinkhof 86,52.32411,4.98402,349000,149,387,2,1977,1,woonhuis,22,6
1069 LK Amsterdam,Baden Powellweg 62 -A,52.354820000000004,4.792438,275000,94,310,1,2008,0,appartement,34,3
1082 LT Amsterdam,Arent Janszoon Ernststraat 208,52.3325,4.876698,625000,104,420,2,2007,1,woonhuis,31,4
1018 AK Amsterdam,Funenpark 540,52.36807,4.9313080000000005,490000,90,345,1,2007,1,appartement,17,3
1034 LG Amsterdam,Bramzeilhof 20,52.40847,4.92128,218000,0,0,1,0,0,,1,1
1019 HC Amsterdam,Veembroederhof 152,52.37644,4.923439,489000,94,290,1,2006,0,appartement,34,3
1075 NB Amsterdam,Cornelis Krusemanstraat 1,52.35133,4.863844,269000,0,0,1,0,0,,1,1
1063 AL Amsterdam,Harry Koningsbergerstraat 278,52.38406,4.838031,135000,30,78,1,1959,0,appartement,19,1
1079 WP Amsterdam,Kribbestraat 59 I,52.34087,4.903968,285000,56,148,1,1935,0,appartement,23,3
1077 HG Amsterdam,Brahmsstraat 2 -A,52.34837,4.879424,1198000,185,518,2,1930,1,appartement,47,5
1073 GE Amsterdam,Rustenburgerstraat 289 C,52.35208,4.896525,289000,50,160,1,1896,0,appartement,24,3
1013 NN Amsterdam,Barentszstraat 267 III+IV,52.388709999999996,4.886862000000001,400000,75,215,2,1906,1,appartement,25,4
1077 HZ Amsterdam,Beethovenstraat 109 4,52.34527,4.8768910000000005,495000,86,304,2,1931,1,appartement,18,3
1098 XB Amsterdam,Carolina MacGillavrylaan 472,52.35717,4.94545,375000,98,332,1,2007,0,appartement,19,3
1021 LK Amsterdam,IJplein 305,52.38151,4.911472,315000,62,192,1,1984,0,appartement,28,2
1078 AL Amsterdam,Amstelkade 72 B,52.348040000000005,4.899091,675000,129,439,2,1924,0,appartement,34,7
1063 PV Amsterdam,Adolphine Eduardine Kokplantsoen 14,52.3799,4.8167,250000,93,280,1,1997,0,appartement,33,4
1081 HR Amsterdam,Pekkendam 8,52.33132,4.859385,1700000,242,720,2,1964,1,woonhuis,26,7
1060 PD Amsterdam,Pasubio 13,52.34961,4.774881,275000,84,281,2,1994,1,woonhuis,20,3
1098 CB Amsterdam,Hogeweg 2 A2,52.35387,4.931128,740000,143,450,2,1900,0,appartement,20,6
1013 AW Amsterdam,Silodam 384,52.3922,4.890535,38000,0,0,1,0,0,parkeergelegenheid,1,1
1055 BN Amsterdam,Sanderijnstraat 29 III,52.377309999999994,4.850496,285000,50,165,1,1940,1,appartement,21,3
1066 DA Amsterdam,Gerrit van der Puijstraat 4,52.34085,4.7934,415000,129,441,3,1993,1,woonhuis,31,6
1017 BA Amsterdam,Beulingstraat 6 /B,52.36803,4.8874629999999994,650000,124,353,1,1906,0,appartement,25,2
1058 XK Amsterdam,Bonairestraat 64 hs,52.361670000000004,4.855427,299000,59,227,1,1930,1,appartement,17,3
1068 WX Amsterdam,Nicolaas Anslijnstraat 145,52.35742,4.808122,200000,82,200,2,1963,0,appartement,33,3
1092 BB Amsterdam,Beukenplein 53,52.35673,4.918665,395000,82,237,1,1997,0,appartement,18,3
1082 MS Amsterdam,Gustav Mahlerplein 227,52.33618,4.873575,945000,157,471,1,2009,0,appartement,35,3
1055 RZ Amsterdam,Nieuwpoortstraat 86 B6,52.38438,4.858248000000001,237500,49,174,1,2017,1,appartement,20,2
1016 XM Amsterdam,Raamstraat 4,52.36654,4.881947,895000,135,464,6,1906,1,woonhuis,37,9
1106 DS Amsterdam,Wamelplein 107,52.2987,4.98747,139500,60,177,4,1983,0,appartement,20,2
1013 Amsterdam,Narva Eiland West (Bouwnr. 71),52.38232,4.894955,753919,142,355,2,2017,0,woonhuis,10,6
1072 CV Amsterdam,Albert Cuypstraat 40 -3,52.35452,4.888628,250000,37,89,1,1906,0,appartement,19,2
1086 ZR Amsterdam,William Barlowlaan 56,52.36042,4.979872,765000,208,804,4,2009,1,woonhuis,48,8
1037 RS Amsterdam,Zijkanaal H-weg 61,52.42082,4.860229,585000,0,0,1,0,0,,1,1
1068 NK Amsterdam,Pieter Calandlaan 395,52.3539,4.81019,199000,80,270,2,1965,0,appartement,17,3
1064 HB Amsterdam,Slotermeerlaan 18 B,52.37212,4.819567,395000,119,315,1,1999,0,appartement,14,3
1019 MA Amsterdam,Levantplein 1 *,52.37679,4.942115,1960000,407,1400,4,1992,0,woonhuis,41,10
1055 NH Amsterdam,Admiraal De Ruijterweg 482,52.384609999999995,4.8479529999999995,300000,62,233,1,1931,1,appartement,18,3
1058 NK Amsterdam,Legmeerplein 19 III,52.353,4.851905,295000,61,155,1,1932,0,appartement,18,3
1051 NW Amsterdam,Haarlemmerweg 271 -A,52.38513,4.868556,375000,80,192,9,1996,0,appartement,15,3
1015 NT Amsterdam,Tweede Anjeliersdwarsstraat 8 C,52.37782,4.881328,275000,41,188,2,1974,0,appartement,18,3
1066 PB Amsterdam,Mechelensingel 49,52.34758,4.807754,319500,110,377,3,1992,1,woonhuis,29,4
1057 GV Amsterdam,Van Speijkstraat 135 huis,52.37036,4.859932,750000,135,452,2,1924,1,appartement,28,4
1087 LB Amsterdam,Ben van Meerendonkstraat 39,52.35139,5.007872,250000,81,263,1,2001,0,appartement,27,3
1019 CV Amsterdam,Dick Greinerstraat 86,52.368590000000005,4.940529,250000,63,190,1,1987,0,appartement,22,3
1073 TB Amsterdam,Karel du Jardinstraat 53 HS+PP,52.35155,4.895647,550000,83,328,1,2000,1,appartement,39,3
1036 KC Amsterdam,Kwekerijlaan 34,52.40791,4.900958999999999,400000,136,458,3,2008,1,woonhuis,32,7
1019 PE Amsterdam,Bogortuin 187,52.37638,4.936539,575000,110,300,8,2001,0,appartement,23,3
1075 CV Amsterdam,Koninginneweg 257 hs,52.35168,4.85766,1350000,210,590,3,1903,1,appartement,34,7
1076 KS Amsterdam,Argonautenstraat 48 2,52.3439,4.861173,300000,62,210,1,1935,0,appartement,12,3
1068 JH Amsterdam,Eastonstraat 227 *,52.356429999999996,4.812832,225000,77,220,1,1964,0,appartement,18,4
1082 EW Amsterdam,Koxhorn 19 1,52.32563,4.872904,325000,76,220,1,1962,0,appartement,29,3
1024 CN Amsterdam,Ganzenveldstraat 55,52.39804,4.9538,250000,91,245,2,1965,1,woonhuis,22,5
1013 SM Amsterdam,Van Noordtstraat 9 -B,52.38905,4.880106,175000,32,95,1,1901,0,appartement,23,1
1011 VM Amsterdam,Rapenburgerstraat 171 C,52.36829,4.906212,725000,140,588,1,1790,0,appartement,27,4
1097 EW Amsterdam,Maxwellstraat 2,52.34721,4.929492,650000,155,500,2,1945,1,woonhuis,46,5
1074 JH Amsterdam,Amsteldijk 724,52.35277,4.908339,519000,0,0,1,0,0,,1,1
1102 VN Amsterdam,Alfred Döblinstraat 126,52.319990000000004,4.945248,185000,70,179,1,1985,0,appartement,1,3
1054 JK Amsterdam,Gerard Brandtstraat 18,52.3602,4.868176,1650000,297,1093,5,1880,1,woonhuis,28,10
1076 CA Amsterdam,Donarstraat 11 III,52.34359,4.8632599999999995,800000,125,428,3,1931,1,appartement,46,4
1071 VV Amsterdam,Cornelis Anthoniszstraat 30 III,52.35347,4.884192,350000,63,210,3,1900,0,appartement,18,3
1019 TM Amsterdam,Wisselstraat 2,52.3739,4.94383,599000,134,418,3,1999,0,appartement,46,4
1108 CB Amsterdam,Leerdamhof 314,52.306340000000006,4.976982,180000,87,220,2,1980,0,appartement,31,3
1026 CD Amsterdam,Durgerdammerdijk 93,52.37786,4.990273999999999,650000,110,370,2,1906,1,woonhuis,43,4
1071 CH Amsterdam,Pieter Cornelisz. Hooftstraat 176,52.35909,4.875921,4250000,294,986,2,2016,1,appartement,42,3
1058 DS Amsterdam,Postjeskade 183 I,52.360479999999995,4.850303,275000,60,198,1,1935,0,appartement,30,4
1016 PA Amsterdam,Rozenstraat 200 -G,52.372009999999996,4.877714,285000,42,110,1,2007,1,appartement,21,2
1021 NP Amsterdam,Buitenzagerij 63,52.38231,4.916721,200000,41,130,4,1983,0,appartement,34,2
1083 GR Amsterdam,Arent Janszoon Ernststraat 91,52.3318,4.88892,385000,115,300,1,1969,0,appartement,19,3
1072 XG Amsterdam,Daniël Stalpertstraat 22 III,52.35622,4.888308,325000,56,155,2,1882,0,appartement,15,3
1024 CX Amsterdam,Markengouw 131,52.3925,4.960406,385000,120,403,3,2016,1,woonhuis,37,5
1069 KE Amsterdam,Johan Hofmanstraat 90,52.35261,4.7972790000000005,429000,138,400,3,2009,1,woonhuis,22,5
1064 CK Amsterdam,Burgemeester Hogguerstraat 13,52.3714,4.830585,37500,0,0,1,0,0,parkeergelegenheid,2,1
1057 DB Amsterdam,Hoofdweg 148 -II,52.36479,4.853452,260000,55,185,1,1906,0,appartement,30,3
1083 DD Amsterdam,Van Heenvlietlaan 299 nvt,52.32712,4.882789,36000,0,0,1,0,0,parkeergelegenheid,1,1
1063 ML Amsterdam,Willem Kraanstraat 48,52.38058,4.823996,149000,42,110,1,1957,0,appartement,24,2
1012 DV Amsterdam,Oudezijds Achterburgwal 140 ah,52.37193,4.897113,625000,101,300,4,1906,1,appartement,20,4
1087 JE Amsterdam,Sem Presserhof 127,52.353559999999995,5.000192,450000,132,395,3,2005,1,woonhuis,32,4
1087 BV Amsterdam,Oeverzeggestraat 26,52.35692,4.987908,550000,134,495,3,2005,0,woonhuis,24,5
1073 TE Amsterdam,Karel du Jardinstraat 84 -I,52.35154,4.897158999999999,289000,52,143,1,1916,0,appartement,15,3
1076 NC Amsterdam,Van Tuyll van Serooskerkenplein 50 -III,52.3453,4.864972,300000,62,161,1,1906,0,appartement,23,4
1104 DH Amsterdam,Koolpalmhof 26,52.318529999999996,4.983238,265000,130,360,1,2003,0,woonhuis,1,5
1083 HM Amsterdam,Tommaso Albinonistraat 8,52.33548,4.887273,420000,118,360,1,2006,0,appartement,28,3
1096 DS Amsterdam,STATE Amsterdam (Bouwnr. 296),52.33965,4.9245220000000005,635861,103,258,1,2016,0,appartement,2,3
1051 HM Amsterdam,Van Hallstraat 272,52.37932,4.871487999999999,275000,60,144,1,1910,0,appartement,26,3
1081 EK Amsterdam,Bolestein 574,52.325,4.85876,360000,93,290,1,1967,0,appartement,1,3
1023 EG Amsterdam,Kwadijkerstraat 5,52.38859,4.948119999999999,225000,54,235,2,1927,1,woonhuis,34,3
1066 NN Amsterdam,Vorselaarstraat 8,52.34943,4.808608,315000,102,341,3,1992,1,woonhuis,22,4
1079 WZ Amsterdam,Zomerdijkstraat 23 HS,52.34236,4.903585,315000,56,212,1,1930,1,appartement,24,2
1053 HB Amsterdam,Jacob van Lennepstraat 31 -1 A,52.36667,4.875056,200000,35,105,1,1906,0,appartement,24,1
1064 PR Amsterdam,Tretjakovlaan 68,52.36622,4.831957,339000,105,250,16,1998,0,appartement,25,3
1074 EH Amsterdam,Kuipersstraat 75 I,52.35372,4.903608,299000,51,170,4,1906,0,appartement,22,2
1074 CE Amsterdam,Govert Flinckstraat 332,52.356770000000004,4.900301,1150000,244,802,4,1881,1,woonhuis,31,7
1058 EK Amsterdam,Nachtwachtlaan 279,52.36237,4.843262999999999,385000,124,319,1,1970,0,appartement,19,5
1052 NH Amsterdam,De Clercqstraat 56 III,52.370940000000004,4.869691,650000,124,436,2,1906,0,appartement,34,4
1069 EH Amsterdam,Langswater 899,52.35906,4.7880769999999995,159000,61,165,1,1970,0,appartement,19,3
1102 XE Amsterdam,Charlotte Brontéstraat 36,52.32411,4.94487,155000,69,173,1,1984,0,appartement,16,3
1051 DC Amsterdam,De Kempenaerstraat 183 hs.,52.378820000000005,4.870704,360000,76,210,1,1998,1,appartement,13,3
1066 WS Amsterdam,Denderhof 8,52.34335,4.804972,275000,80,295,2,1996,1,woonhuis,33,2
1091 VA Amsterdam,Vrolikstraat 259 A,52.35587,4.916507,300000,60,150,1,1981,1,appartement,16,2
1075 HV Amsterdam,Emmastraat 22,52.3535,4.86915,4700000,460,1400,6,1910,1,woonhuis,18,15
1012 WP Amsterdam,Singel 455 E,52.36724,4.891303,1750000,169,854,1,1998,1,appartement,24,2
1068 JH Amsterdam,Eastonstraat 223,52.35645,4.812876,200000,76,245,1,1964,0,appartement,33,3
1066 ER Amsterdam,Akersluis 11,52.34259,4.7924690000000005,589000,0,0,1,0,0,,1,1
1079 NG Amsterdam,President Kennedylaan 62 II,52.34186,4.911412,625000,121,376,2,1934,1,appartement,25,5
1061 BM Amsterdam,Blauwvoetstraat 61,52.37703,4.8391720000000005,250000,40,106,1,2009,0,appartement,15,2
1053 WS Amsterdam,Da Costakade 121 A,52.36878,4.873211,499000,102,306,1,1981,1,appartement,31,4
1091 TH Amsterdam,Marcusstraat,52.35153,4.912148999999999,42500,0,0,1,0,0,parkeergelegenheid,6,1
1035 ST Amsterdam,Johannes J. Glasweg 89,52.42192,4.902749,295000,120,300,3,1991,1,woonhuis,30,5
1077 ZJ Amsterdam,Watteaustraat 13 I,52.3456,4.868913,435000,75,237,1,1951,0,appartement,31,3
1079 LR Amsterdam,Hoendiepstraat 15 hs,52.342420000000004,4.91079,400000,73,231,1,1934,1,appartement,27,3
1094 PG Amsterdam,Insulindeweg 113 1,52.361709999999995,4.938285,225000,50,171,1,1924,0,appartement,21,2
1016 RG Amsterdam,Lauriergracht 45 F,52.37113,4.880422,525000,86,275,2,1905,1,appartement,30,3
1069 TS Amsterdam,Langswater 223,52.35463,4.790662,169000,72,235,1,1960,0,appartement,28,4
1076 TS Amsterdam,Sportstraat 45 -3,52.346379999999996,4.859132,275000,52,140,1,1926,0,appartement,17,3
1062 GA Amsterdam,Maassluisstraat 39,52.35093,4.836922,495000,0,0,1,0,0,,1,1
1091 LT Amsterdam,Transvaalkade 131 - I,52.35065,4.917276,300000,56,185,3,1928,0,appartement,37,2
1012 SN Amsterdam,Hekelveld 7 B,52.37782,4.895525,850000,0,0,1,0,0,,1,1
1060 NK Amsterdam,Akersingel 169,52.35325,4.775286,250000,93,269,1,1997,0,appartement,21,4
1051 PM Amsterdam,Waterrijkweg 386,52.38303,4.869374,400000,88,267,2,1997,0,appartement,21,3
1068 PM Amsterdam,Oeverpad 545,52.3635,4.8077879999999995,300000,109,386,1,2004,0,appartement,25,3
1011 HS Amsterdam,Groenburgwal 55 -B,52.36837,4.89806,899000,132,503,2,1750,0,appartement,25,4
1028 BM Amsterdam,Dorpsweg Ransdorp 129,52.39542,4.994519,875000,164,565,2,1840,1,woonhuis,33,6
1032 AX Amsterdam,Aurikelstraat 98,52.397059999999996,4.917184,275000,90,310,2,1930,0,appartement,35,5
1012 VG Amsterdam,Singel 93 bel,52.376000000000005,4.891430000000001,950000,185,644,2,1899,0,appartement,21,4
1068 ZZ Amsterdam,Meer en Vaart 68 -A,52.364959999999996,4.804101999999999,335000,123,400,1,2009,0,appartement,29,3
1096 DT Amsterdam,STATE Amsterdam (Bouwnr. 270),52.33965,4.9245220000000005,395000,64,160,1,2017,0,appartement,1,2
1091 SL Amsterdam,Burmandwarsstraat 67,52.35464,4.910908,347500,87,300,2,1983,0,appartement,30,3
1092 CA Amsterdam,Eikenweg 28,52.358470000000004,4.921069,275000,60,155,6,1972,0,appartement,15,3
1051 EL Amsterdam,Groen van Prinstererstraat 79 -3,52.38214,4.872895,475000,84,269,2,1906,0,appartement,32,3
1067 MT Amsterdam,Jan van Duivenvoordestraat 77,52.379,4.8025,225000,95,250,8,2001,0,appartement,21,3
1051 VE Amsterdam,Van der Hoopstraat 121 H,52.384029999999996,4.870625,259000,42,174,1,1906,1,appartement,26,2
1060 ML Amsterdam,Sporadenlaan 11,52.34666,4.794646,325000,128,365,3,2003,0,appartement,23,4
1054 ZW Amsterdam,Jacob van Lennepkade 307 4,52.36143,4.858087,425000,58,135,1,1920,1,appartement,15,3
1079 ZW Amsterdam,Bernissestraat 8 B,52.3425,4.89826,275000,50,153,1,2008,0,appartement,21,2
1092 VV Amsterdam,Retiefstraat 13 III,52.3563,4.9253,425000,100,300,2,1906,0,appartement,41,4
1025 AN Amsterdam,Elpermeer 198,52.40218,4.947635,135000,28,70,1,1960,0,appartement,19,1
1054 ZC Amsterdam,Pieter Langendijkstraat 46 -II,52.360440000000004,4.861079,375000,57,205,1,1910,0,appartement,32,3
1016 CR Amsterdam,Leidsegracht 78,52.36606,4.881880000000001,3000000,440,1300,1,1906,1,woonhuis,52,12
1012 AK Amsterdam,Sint Olofssteeg 6 B,52.37598,4.900266,235000,37,114,1,1906,0,appartement,14,2
1097 AC Amsterdam,Ringdijk 24 I,52.35416,4.9266879999999995,375000,66,228,1,1908,0,appartement,25,3
1058 SP Amsterdam,Vogelenzangstraat 51 1,52.35425,4.846386,315000,56,182,4,1931,0,appartement,22,4
1103 SE Amsterdam,'s-Gravendijkdreef 158,52.3218,4.981415,299000,110,281,1,2007,0,woonhuis,1,5
1076 KS Amsterdam,Argonautenstraat 48 II,52.3439,4.861173,300000,62,210,1,1906,0,appartement,11,3
1102 SV Amsterdam,Anna Blamansingel 130,52.31658,4.947467,165000,49,130,8,2006,0,appartement,18,2
1063 TX Amsterdam,Dirk Bonsstraat 2 3,52.37878,4.835057,189000,66,237,1,1953,0,appartement,17,3
1015 JT Amsterdam,Goudsbloemstraat 122 HS,52.38053,4.882592,349000,68,200,1,2002,1,appartement,19,2
1103 GH Amsterdam,Grubbehoeve 28,52.32148,4.976991,169500,77,248,1,2006,0,appartement,13,3
1077 TD Amsterdam,Stadionweg 208,52.346779999999995,4.869548,1250000,163,456,1,1906,1,appartement,35,5
1051 TT Amsterdam,Joan Melchior Kemperstraat 66 III,52.385,4.873762999999999,550000,97,303,2,1910,0,appartement,21,5
1081 JR Amsterdam,Amstelveenseweg 982 c,52.32546,4.85721,500000,102,335,2,2006,1,appartement,45,3
1062 DA Amsterdam,Derkinderenstraat 49 L,52.36312,4.84017,250000,83,260,1,1992,0,appartement,29,3
1094 AV Amsterdam,Lampongstraat 18 I hg,52.36489,4.937595,240000,55,165,4,1914,0,appartement,25,2
1098 BD Amsterdam,Linnaeuskade 7 15,52.35536,4.92941,40000,0,0,1,0,0,parkeergelegenheid,6,1
1091 RT Amsterdam,Swammerdamstraat 6 III/IV,52.35883,4.906931,675000,131,385,2,1882,0,appartement,38,4
1055 MD Amsterdam,Admiraal De Ruijterweg 401 -III,52.38273,4.850621,289000,70,184,1,1906,0,appartement,25,3
1060 SH Amsterdam,Dinarpromenade 14,52.3468,4.7836300000000005,225000,65,214,3,1998,1,appartement,21,2
1063 ML Amsterdam,Willem Kraanstraat 80,52.38067,4.824032,155000,42,215,4,1957,0,appartement,17,3
1054 KJ Amsterdam,Overtoom 502 hs,52.35903,4.859630999999999,775000,118,322,1,1911,1,appartement,35,5
1098 SE Amsterdam,Lord Kelvinstraat 13 2,52.350390000000004,4.942348,260000,67,160,1,1955,0,appartement,19,3
1082 MS Amsterdam,Gustav Mahlerplein 147,52.33614,4.873883,845000,157,560,1,2010,0,appartement,53,4
1094 HL Amsterdam,Javastraat 76 IV,52.36357,4.934772,300000,59,145,4,1903,0,appartement,23,2
1066 SC Amsterdam,Belgiëplein 100,52.34584,4.812426,250000,80,232,1,1994,0,appartement,16,3
1095 CL Amsterdam,Javastraat 164 -IV,52.363409999999995,4.941835,215000,38,80,1,1925,0,appartement,25,2
1012 EW Amsterdam,Oudezijds Voorburgwal 187 C,52.37157,4.895917,450000,87,220,4,1906,0,appartement,18,2
1067 TC Amsterdam,Osdorperweg 824 D,52.37635,4.768248000000001,449000,163,473,3,1998,1,woonhuis,25,7
1091 TM Amsterdam,Overamstelstraat 63,52.35038,4.913304,475000,97,293,1,1991,0,appartement,30,4
1060 RE Amsterdam,Ladogameerhof 154,52.35045,4.782146,239000,88,164,1,1998,0,appartement,1,4
1098 WS Amsterdam,Praterlaan 86,52.34368,4.950835,350000,96,278,1,2001,0,appartement,19,3
1032 LL Amsterdam,Ridderspoorweg 259,52.39575,4.90454,250000,45,115,1,2016,0,appartement,21,1
1064 CT Amsterdam,Burgemeester Hogguerstraat 473,52.372209999999995,4.829308999999999,160000,45,150,1,1965,0,appartement,23,2
1055 CB Amsterdam,Esmoreitstraat 41 huis,52.37787,4.8512260000000005,269000,52,150,1,1945,1,appartement,21,2
1102 AX Amsterdam,Raoul Wallenbergstraat 71,52.31783,4.957097,239000,91,255,1,2010,0,appartement,20,3
1058 HV Amsterdam,Andreas Schelfhoutstraat 30,52.35738,4.853438,239500,0,0,1,0,0,,1,1
1052 GJ Amsterdam,Fagelstraat 100 III,52.38007,4.874784,675000,120,373,2,1905,0,appartement,48,4
1068 SL Amsterdam,Wildeman 65,52.36254,4.798613,250000,94,270,1,2000,0,appartement,20,4
1019 PE Amsterdam,Bogortuin 1,52.37695,4.935899,40000,0,0,1,0,0,,1,1
1067 TJ Amsterdam,Lutkemeerweg 73,52.36671,4.776758999999999,795000,125,350,2,1923,1,woonhuis,49,5
1019 HT Amsterdam,Zeeburgerkade 810,52.3691,4.945209999999999,375000,76,247,2,1990,0,appartement,35,3
